id,time_with_company,promotion_received,race,score_text,gender,new_projects,decile_score,left_company
5760,38,1,Minority,Low,Female,0,1,0
5761,37,0,Minority,Low,Female,0,3,0
5762,33,1,Minority,Low,Male,0,1,1
5765,51,0,Non-Minority,High,Female,19,9,0
5768,65,1,Non-Minority,Medium,Female,7,5,0
5769,32,1,Non-Minority,Low,Male,1,1,0
5772,38,0,Minority,Medium,Female,5,7,1
5773,35,0,Non-Minority,Low,Female,1,4,0
5774,57,0,Minority,Low,Female,1,1,0
5776,26,0,Minority,Low,Female,1,3,0
5779,36,1,Non-Minority,Medium,Male,4,6,1
5784,35,0,Minority,Medium,Female,3,5,1
5785,33,0,Non-Minority,Low,Female,0,1,0
5787,47,1,Minority,Low,Female,0,1,0
5792,35,1,Minority,Low,Female,1,4,1
5793,36,0,Non-Minority,Low,Male,1,3,1
5795,25,1,Minority,Low,Male,0,3,0
5801,51,0,Minority,Low,Female,6,3,1
5804,24,0,Non-Minority,High,Female,8,8,1
5806,32,0,Minority,Low,Female,0,2,1
5808,43,0,Non-Minority,Medium,Female,8,7,1
5809,45,1,Non-Minority,Medium,Female,20,7,0
5810,42,1,Non-Minority,Medium,Female,10,5,1
5811,22,0,Non-Minority,Medium,Female,1,7,1
5812,49,0,Non-Minority,Low,Female,4,4,0
5813,42,0,Non-Minority,Low,Female,0,1,1
5814,40,1,Minority,High,Female,0,8,1
5816,25,0,Non-Minority,Medium,Female,2,7,1
5817,25,1,Minority,Medium,Female,0,5,1
5818,23,0,Non-Minority,Medium,Female,0,5,0
5820,21,0,Minority,Medium,Female,2,7,1
5821,31,1,Minority,Medium,Female,3,5,0
5824,28,1,Non-Minority,Low,Male,0,2,0
5825,24,0,Non-Minority,High,Female,11,9,1
5826,45,0,Minority,Low,Female,0,1,0
5827,23,1,Non-Minority,Low,Female,2,4,1
5828,39,0,Non-Minority,High,Female,7,8,1
5831,24,0,Non-Minority,Low,Female,1,2,0
5832,46,0,Minority,Low,Female,1,1,0
5833,47,0,Minority,Low,Female,3,1,0
5836,22,1,Non-Minority,Low,Female,1,4,1
5837,34,1,Minority,Low,Male,0,2,0
5838,33,1,Minority,Low,Female,0,1,1
5842,29,0,Non-Minority,High,Female,16,10,1
5849,29,1,Non-Minority,Medium,Female,0,6,0
5850,25,1,Minority,Low,Male,2,3,1
5851,34,0,Minority,Medium,Female,16,6,1
5852,55,0,Non-Minority,Low,Male,1,1,0
5853,27,0,Non-Minority,Low,Female,0,4,1
5854,26,1,Non-Minority,Low,Female,0,3,0
5856,39,0,Non-Minority,High,Female,19,9,1
5857,24,0,Non-Minority,Medium,Female,1,7,0
5858,29,1,Minority,Low,Female,0,2,0
5863,50,0,Non-Minority,Low,Female,13,1,1
5865,31,0,Non-Minority,Medium,Female,4,5,1
5869,26,0,Minority,Medium,Female,2,6,0
5871,54,0,Minority,Low,Female,2,2,0
5873,33,0,Non-Minority,High,Female,14,8,1
5875,22,1,Non-Minority,Low,Female,0,4,1
5877,35,0,Non-Minority,High,Female,8,9,0
5880,25,0,Non-Minority,Low,Female,0,2,0
5881,25,0,Non-Minority,Medium,Female,0,5,0
5882,44,0,Non-Minority,Low,Female,0,2,1
5883,29,0,Minority,Medium,Male,2,7,1
5885,46,0,Minority,Low,Female,2,3,1
5886,53,1,Minority,Low,Female,0,1,0
5887,24,0,Non-Minority,Medium,Female,2,7,1
5889,52,0,Non-Minority,Low,Male,2,1,1
5890,27,1,Non-Minority,Low,Female,0,2,1
5891,41,0,Minority,Low,Female,0,1,0
5892,21,0,Non-Minority,Medium,Male,0,5,1
5895,24,0,Minority,Low,Female,1,4,0
5898,23,1,Minority,Low,Female,0,2,0
5899,42,0,Non-Minority,Low,Female,0,1,0
5902,24,0,Non-Minority,High,Female,5,8,1
5904,26,0,Non-Minority,High,Female,4,8,1
5905,50,0,Minority,Low,Female,9,3,1
5906,32,1,Non-Minority,Medium,Male,3,6,0
5907,40,0,Non-Minority,High,Female,13,9,0
5914,27,0,Non-Minority,Low,Female,2,3,0
5915,23,0,Minority,High,Female,0,9,1
5916,37,1,Non-Minority,High,Female,22,9,1
5917,32,1,Non-Minority,Low,Female,1,4,1
5921,52,1,Minority,Low,Female,4,3,1
5923,29,0,Minority,Low,Female,2,2,0
5926,49,1,Non-Minority,Low,Female,0,1,0
5928,50,0,Minority,Low,Female,0,1,0
5929,26,0,Minority,Low,Female,2,2,1
5930,34,0,Minority,High,Male,0,8,1
5931,28,0,Minority,Medium,Male,1,7,0
5934,30,0,Non-Minority,Low,Female,0,3,1
5935,24,0,Non-Minority,Low,Female,3,4,1
5937,25,1,Non-Minority,Low,Female,0,2,1
5938,25,1,Non-Minority,Low,Female,4,3,1
5939,45,0,Minority,Low,Female,2,1,0
5942,26,0,Minority,Medium,Female,1,7,1
5947,40,1,Minority,Low,Female,2,1,0
5958,21,0,Non-Minority,Medium,Female,1,7,1
5960,55,1,Minority,Low,Female,0,1,0
5963,22,0,Minority,Low,Female,1,3,1
5964,23,0,Non-Minority,Low,Male,1,3,0
5968,57,0,Minority,Low,Female,9,4,1
5969,33,1,Minority,Low,Female,0,3,1
5970,32,0,Minority,Low,Female,2,1,0
5971,47,0,Minority,Low,Female,3,2,0
5973,51,1,Minority,Low,Female,6,1,1
5974,22,0,Non-Minority,Medium,Female,1,6,0
5975,47,0,Minority,Low,Female,2,1,0
5976,28,0,Minority,Low,Female,1,1,1
5978,28,0,Non-Minority,High,Female,5,8,0
5981,44,1,Minority,Low,Male,1,1,1
5982,25,0,Non-Minority,Low,Female,0,4,1
5984,34,1,Non-Minority,Low,Female,4,2,0
5985,65,1,Minority,Low,Female,0,1,0
5987,33,0,Minority,Medium,Female,5,6,1
5988,23,1,Minority,Low,Male,0,3,0
5989,44,1,Minority,Low,Male,0,1,0
5992,24,1,Non-Minority,Low,Female,1,3,0
5993,51,1,Minority,Low,Female,1,2,0
5994,21,0,Non-Minority,High,Male,0,8,1
5995,39,0,Minority,Medium,Female,6,6,0
5996,29,0,Non-Minority,High,Female,29,8,1
5997,24,0,Minority,Medium,Female,1,6,0
6000,23,0,Non-Minority,Medium,Male,0,5,1
6001,31,0,Non-Minority,High,Female,11,10,1
6002,35,1,Non-Minority,Low,Male,0,2,0
6006,39,0,Non-Minority,Medium,Male,4,6,0
6010,51,1,Minority,Low,Female,0,1,0
6011,22,0,Minority,Medium,Female,1,7,0
6013,29,0,Minority,Low,Female,2,2,0
6019,32,0,Minority,Low,Female,6,2,1
6021,33,1,Minority,Low,Female,3,4,1
6022,58,0,Minority,Low,Female,5,3,1
6027,33,0,Non-Minority,High,Female,2,9,1
6030,48,0,Non-Minority,Low,Female,10,4,0
6032,23,1,Non-Minority,High,Female,0,8,0
6034,23,0,Minority,Medium,Female,2,7,1
6040,29,1,Non-Minority,High,Female,0,9,1
6041,48,0,Minority,Low,Female,2,1,0
6042,37,1,Minority,Low,Female,4,4,1
6043,50,0,Minority,Low,Female,3,3,0
6044,19,0,Non-Minority,High,Female,3,8,1
6046,49,0,Non-Minority,Low,Female,13,3,0
6047,58,0,Minority,Medium,Female,2,5,0
6048,31,0,Non-Minority,High,Female,6,8,0
6051,23,1,Non-Minority,Medium,Female,1,7,0
6055,23,0,Non-Minority,Low,Male,0,3,1
6056,31,0,Minority,High,Female,17,8,1
6062,57,0,Minority,Low,Female,6,2,0
6064,31,1,Minority,Low,Male,0,2,0
6065,57,0,Non-Minority,Medium,Female,19,6,0
6066,57,1,Minority,Medium,Female,12,5,0
6067,29,1,Non-Minority,Medium,Female,6,7,1
6070,30,1,Non-Minority,Low,Female,0,1,1
6071,45,0,Non-Minority,Low,Female,11,3,0
6073,42,0,Minority,Medium,Female,0,5,0
6075,29,0,Non-Minority,High,Female,12,8,1
6078,28,0,Minority,Low,Male,0,2,0
6080,25,1,Non-Minority,Low,Female,1,2,1
6081,34,1,Minority,Medium,Male,3,5,0
6084,27,0,Non-Minority,Low,Female,0,2,0
6085,39,0,Non-Minority,Low,Female,4,4,0
6089,27,0,Non-Minority,Medium,Female,4,5,1
6094,30,0,Minority,High,Female,7,10,1
6095,31,1,Non-Minority,High,Female,15,10,1
6096,20,1,Non-Minority,High,Female,1,9,1
6097,26,0,Minority,High,Female,2,9,1
6100,34,0,Minority,Low,Female,0,1,1
6101,27,1,Minority,Low,Female,0,2,0
6105,29,0,Non-Minority,Low,Female,4,2,0
6106,27,0,Non-Minority,Medium,Female,7,6,0
6107,24,0,Minority,High,Male,0,8,0
6108,29,0,Non-Minority,Medium,Female,0,5,1
6109,20,0,Minority,Low,Female,0,3,0
6110,23,0,Minority,Low,Male,0,3,0
6111,48,1,Non-Minority,Low,Male,0,1,0
6112,34,1,Non-Minority,Low,Female,0,1,1
6113,46,1,Non-Minority,Medium,Female,1,6,1
6114,41,0,Minority,Medium,Male,3,5,0
6116,26,0,Non-Minority,Medium,Female,3,6,1
6117,37,0,Non-Minority,High,Female,11,8,1
6123,22,0,Minority,Low,Male,2,3,0
6125,32,0,Non-Minority,Low,Female,7,1,0
6127,44,1,Non-Minority,Low,Female,0,1,0
6131,60,1,Non-Minority,Low,Female,3,1,0
6133,49,0,Minority,Low,Female,0,1,0
6135,30,1,Non-Minority,Low,Female,10,4,1
6137,52,0,Minority,Low,Female,0,1,0
6140,34,0,Non-Minority,High,Female,0,10,0
6143,55,0,Non-Minority,Low,Female,5,4,1
6146,33,1,Non-Minority,Medium,Female,0,7,0
6147,22,0,Non-Minority,Medium,Female,0,6,1
6148,27,1,Non-Minority,Low,Male,0,2,0
6149,20,0,Non-Minority,Medium,Female,0,5,1
6150,33,0,Minority,Low,Female,0,2,0
6152,26,1,Non-Minority,Low,Female,0,2,0
6153,29,1,Non-Minority,Medium,Female,0,5,0
6154,32,1,Non-Minority,Low,Female,1,3,0
6156,37,1,Minority,Low,Female,4,1,0
6159,31,0,Non-Minority,High,Female,15,10,0
6160,29,0,Non-Minority,High,Female,6,8,1
6161,31,0,Non-Minority,Low,Female,6,4,0
6162,36,0,Minority,Low,Male,2,3,0
6164,37,0,Non-Minority,Low,Male,1,1,0
6165,34,1,Minority,Low,Female,5,2,1
6166,20,1,Minority,Medium,Female,1,5,1
6169,24,0,Minority,High,Female,8,9,1
6170,29,1,Non-Minority,High,Female,8,9,1
6171,45,0,Non-Minority,Low,Male,1,1,0
6172,34,0,Minority,Medium,Female,2,7,1
6173,70,1,Non-Minority,Low,Female,0,1,0
6177,23,0,Non-Minority,High,Female,4,9,0
6178,27,1,Minority,Low,Female,5,4,0
6179,44,0,Minority,Medium,Female,6,6,1
6182,26,1,Non-Minority,Medium,Female,0,5,0
6183,23,1,Minority,Medium,Male,2,6,0
6185,27,0,Non-Minority,High,Female,3,9,1
6189,46,0,Minority,Low,Male,1,2,0
6191,27,0,Non-Minority,Medium,Male,1,5,0
6192,45,0,Minority,Low,Female,7,2,0
6193,42,1,Non-Minority,Medium,Female,1,5,0
6195,24,1,Minority,Medium,Male,3,5,1
6196,20,0,Non-Minority,High,Female,2,8,1
6198,49,0,Minority,Low,Female,3,4,0
6201,52,0,Minority,Low,Male,1,1,0
6203,26,1,Non-Minority,Low,Female,1,3,0
6205,53,0,Non-Minority,Low,Female,15,1,1
6207,38,1,Non-Minority,High,Female,0,8,1
6208,25,0,Non-Minority,Medium,Female,1,6,0
6210,21,0,Non-Minority,High,Female,1,10,1
6212,48,1,Non-Minority,Low,Female,0,1,0
6216,22,0,Non-Minority,Low,Female,0,4,1
6221,38,1,Minority,Low,Female,2,2,0
6226,44,1,Minority,Low,Male,0,1,1
6228,64,1,Minority,Low,Female,0,1,0
6229,38,1,Minority,Medium,Female,5,5,1
6231,49,0,Non-Minority,Medium,Female,1,5,0
6239,51,0,Non-Minority,Low,Female,3,1,0
6240,50,0,Non-Minority,Low,Female,0,1,0
6241,33,1,Minority,Low,Female,2,2,0
6242,54,1,Minority,Low,Male,0,1,0
6247,42,1,Non-Minority,Medium,Female,17,7,1
6248,34,0,Minority,Low,Female,3,1,0
6249,38,0,Minority,Low,Female,2,3,1
6250,21,0,Non-Minority,High,Female,1,9,1
6251,33,0,Non-Minority,Low,Female,5,4,0
6256,32,1,Non-Minority,Medium,Female,9,7,1
6259,45,1,Minority,Low,Female,1,1,0
6260,30,0,Minority,High,Female,1,8,1
6264,29,0,Non-Minority,High,Male,0,10,0
6267,51,1,Minority,Low,Male,0,1,1
6268,28,0,Non-Minority,Low,Male,0,3,0
6271,27,0,Minority,Low,Female,1,3,0
6278,30,0,Non-Minority,Low,Male,0,2,0
6280,32,1,Non-Minority,Medium,Female,0,7,0
6281,27,0,Minority,Low,Female,5,4,0
6284,21,0,Non-Minority,Medium,Female,0,5,0
6285,34,0,Minority,Low,Male,0,3,1
6286,24,0,Non-Minority,High,Female,7,9,1
6287,32,1,Minority,Low,Female,0,1,0
6289,38,0,Minority,Medium,Male,5,6,1
6292,56,1,Non-Minority,Low,Female,3,1,0
6293,44,1,Non-Minority,Low,Male,0,1,0
6296,31,1,Non-Minority,Medium,Female,1,5,1
6297,25,0,Minority,Medium,Male,6,7,0
6299,20,1,Non-Minority,Medium,Male,0,5,0
6300,35,1,Non-Minority,Medium,Female,1,5,0
6301,33,0,Non-Minority,Low,Female,1,4,1
6302,24,1,Non-Minority,Low,Female,0,3,0
6304,27,0,Non-Minority,High,Female,9,9,1
6312,38,0,Non-Minority,Medium,Female,9,5,1
6314,20,0,Minority,Medium,Female,0,6,1
6315,30,0,Non-Minority,Low,Female,9,3,1
6317,36,0,Minority,Medium,Female,9,6,1
6319,23,1,Non-Minority,High,Female,2,9,1
6320,39,0,Non-Minority,High,Female,21,10,1
6322,29,0,Minority,Medium,Female,3,6,1
6323,58,1,Minority,Low,Female,2,1,1
6326,23,1,Minority,High,Female,3,8,1
6328,68,0,Non-Minority,Low,Male,5,2,0
6330,26,1,Minority,Medium,Male,2,5,0
6332,51,0,Non-Minority,Low,Female,0,4,1
6335,25,1,Non-Minority,Low,Female,0,2,0
6336,40,0,Non-Minority,High,Female,5,9,1
6337,51,0,Non-Minority,Medium,Female,14,5,0
6338,27,1,Non-Minority,Medium,Female,2,5,1
6339,49,1,Non-Minority,Medium,Female,11,5,1
6345,20,0,Non-Minority,Low,Female,0,3,0
6347,21,0,Non-Minority,High,Female,2,10,1
6349,31,0,Non-Minority,Low,Male,0,2,0
6353,57,1,Non-Minority,Low,Female,0,1,0
6354,61,0,Minority,Low,Male,8,3,1
6359,54,0,Non-Minority,Medium,Female,3,6,1
6360,39,0,Minority,Low,Female,0,3,0
6361,24,0,Non-Minority,Medium,Female,1,7,0
6365,48,0,Non-Minority,High,Female,8,9,1
6367,30,1,Non-Minority,Medium,Female,6,7,1
6368,26,0,Non-Minority,High,Female,10,10,1
6371,37,0,Non-Minority,High,Female,12,9,1
6372,26,0,Non-Minority,Medium,Female,4,6,1
6373,29,1,Non-Minority,High,Female,7,10,1
6375,26,1,Non-Minority,Medium,Female,1,6,1
6376,60,0,Non-Minority,Low,Female,2,1,0
6377,27,0,Minority,Medium,Female,2,7,1
6379,22,0,Minority,Medium,Female,1,6,0
6380,28,0,Non-Minority,Medium,Female,3,7,0
6381,33,0,Non-Minority,Medium,Female,13,6,1
6382,28,0,Non-Minority,Low,Female,2,2,0
6383,55,1,Minority,Low,Female,0,1,1
6384,21,0,Non-Minority,High,Female,6,8,1
6389,29,0,Minority,Medium,Male,6,7,1
6391,24,1,Non-Minority,High,Female,2,8,1
6392,50,0,Non-Minority,Low,Female,12,1,1
6393,24,1,Non-Minority,Medium,Female,1,6,1
6394,47,0,Non-Minority,Low,Female,1,2,0
6396,54,0,Minority,Low,Female,6,1,0
6398,42,1,Minority,Low,Male,0,2,0
6399,35,0,Minority,Low,Female,5,3,0
6400,30,0,Non-Minority,Low,Female,0,4,1
6401,53,0,Minority,Low,Female,1,1,0
6402,31,1,Non-Minority,Low,Male,2,3,0
6409,31,0,Non-Minority,Low,Female,0,2,1
6413,47,0,Non-Minority,Low,Female,9,4,0
6420,24,1,Non-Minority,High,Female,9,9,1
6422,22,0,Non-Minority,High,Male,2,9,0
6425,30,0,Non-Minority,Low,Male,2,2,0
6428,43,1,Minority,High,Male,22,10,1
6430,50,1,Non-Minority,Low,Female,0,1,0
6432,42,0,Minority,Medium,Male,3,5,0
6433,29,0,Minority,Medium,Male,1,7,1
6439,25,0,Non-Minority,High,Female,5,9,1
6441,36,0,Non-Minority,Medium,Female,4,5,0
6442,24,1,Non-Minority,Medium,Female,1,5,1
6443,28,0,Minority,Medium,Female,5,5,0
6446,31,1,Minority,Low,Female,0,1,1
6447,23,0,Non-Minority,Low,Female,0,4,0
6448,29,1,Minority,Medium,Female,4,6,1
6449,51,1,Non-Minority,Medium,Female,11,5,1
6450,34,0,Non-Minority,Medium,Female,1,5,0
6451,29,0,Non-Minority,Low,Female,12,2,1
6453,39,0,Non-Minority,High,Female,13,10,1
6459,59,1,Non-Minority,Medium,Female,15,6,1
6462,23,0,Non-Minority,High,Female,3,8,1
6463,31,0,Non-Minority,High,Female,15,8,0
6466,53,1,Minority,Low,Female,0,1,0
6467,34,0,Non-Minority,Medium,Female,12,7,0
6468,63,0,Non-Minority,Low,Male,1,1,0
6470,21,0,Non-Minority,Medium,Male,0,7,1
6471,47,0,Minority,High,Female,28,9,1
6473,34,0,Non-Minority,Medium,Female,7,5,1
6477,58,0,Minority,Medium,Female,4,5,1
6480,36,0,Non-Minority,High,Female,16,8,1
6481,23,1,Non-Minority,Low,Male,0,4,0
6482,34,0,Non-Minority,Low,Female,5,2,1
6483,56,0,Minority,Low,Female,13,2,0
6484,52,0,Minority,Low,Male,0,1,0
6485,56,0,Non-Minority,Low,Female,0,2,0
6487,37,1,Non-Minority,Low,Male,0,1,0
6488,50,1,Minority,Low,Male,0,1,0
6489,25,0,Non-Minority,Low,Female,1,2,1
6490,22,0,Non-Minority,Medium,Female,0,5,1
6491,43,1,Minority,Low,Male,0,1,1
6492,30,1,Minority,Low,Female,1,2,0
6496,24,0,Minority,Low,Female,0,2,0
6497,29,1,Non-Minority,High,Female,7,8,1
6500,24,0,Minority,Low,Male,0,4,0
6501,74,0,Non-Minority,Low,Male,0,1,0
6502,27,1,Non-Minority,Medium,Female,8,7,1
6505,29,0,Minority,Low,Female,5,2,0
6508,35,0,Non-Minority,Low,Male,5,3,0
6511,29,1,Non-Minority,Medium,Female,1,6,1
6512,36,0,Minority,Low,Female,1,2,0
6514,26,0,Minority,Low,Female,2,4,0
6520,26,0,Non-Minority,Medium,Male,1,5,0
6521,39,0,Minority,Medium,Male,11,6,1
6522,22,0,Non-Minority,Low,Female,3,4,1
6524,28,0,Minority,Low,Female,0,3,0
6525,51,0,Minority,Low,Female,1,1,1
6527,23,1,Non-Minority,Low,Male,0,2,0
6528,29,0,Non-Minority,Medium,Female,6,6,1
6531,24,1,Non-Minority,High,Female,1,9,1
6534,33,0,Non-Minority,Medium,Male,5,7,0
6535,21,0,Minority,Low,Female,1,3,1
6536,59,1,Minority,Low,Female,3,1,0
6537,26,0,Minority,Low,Female,4,4,1
6548,21,0,Non-Minority,Medium,Female,1,5,1
6549,52,1,Non-Minority,Low,Female,0,1,1
6550,56,0,Non-Minority,Medium,Female,12,5,1
6551,40,1,Minority,Low,Female,1,4,0
6552,48,1,Minority,Low,Male,8,4,1
6554,26,0,Non-Minority,Low,Male,0,4,0
6558,66,0,Minority,Low,Female,1,1,1
6560,54,0,Non-Minority,Low,Male,6,4,0
6563,31,1,Minority,Medium,Female,4,7,1
6564,34,0,Minority,Low,Female,0,3,0
6566,25,0,Non-Minority,High,Female,9,9,1
6570,47,0,Minority,Low,Female,2,4,0
6571,51,0,Non-Minority,High,Female,12,8,1
6572,25,0,Minority,Low,Female,1,3,0
6574,31,0,Non-Minority,Low,Male,2,2,1
6577,36,0,Minority,Low,Female,1,2,0
6580,49,1,Minority,Low,Female,0,1,0
6583,31,0,Non-Minority,Medium,Female,0,7,0
6584,30,0,Minority,Low,Female,1,3,0
6585,29,0,Non-Minority,High,Female,3,9,1
6586,53,0,Minority,Medium,Male,6,5,1
6587,21,0,Non-Minority,High,Female,1,9,1
6588,21,0,Non-Minority,Low,Female,0,4,0
6589,27,0,Non-Minority,Medium,Male,1,5,1
6591,65,0,Non-Minority,Low,Male,0,1,0
6592,59,1,Minority,Low,Male,0,1,0
6593,59,1,Non-Minority,Low,Female,0,1,0
6594,24,1,Non-Minority,Medium,Female,0,7,0
6595,40,0,Non-Minority,Low,Female,0,1,0
6596,51,0,Non-Minority,Low,Female,0,1,1
6597,34,0,Non-Minority,High,Female,10,9,1
6601,52,0,Non-Minority,Low,Female,1,1,0
6604,38,0,Non-Minority,Low,Female,2,3,1
6605,22,0,Non-Minority,High,Male,0,8,0
6606,43,0,Non-Minority,Medium,Female,0,5,0
6608,32,0,Minority,High,Female,5,9,1
6611,55,0,Non-Minority,Low,Female,0,1,0
6613,26,0,Non-Minority,Low,Female,2,2,0
6614,23,1,Minority,Low,Female,1,2,0
6616,28,1,Minority,Low,Female,1,2,1
6626,26,0,Non-Minority,Low,Female,0,2,0
6629,28,1,Minority,Medium,Male,1,5,1
6631,43,0,Non-Minority,Medium,Female,0,5,1
6634,33,1,Non-Minority,Medium,Female,21,7,1
6636,21,1,Minority,Low,Female,0,3,0
6637,32,1,Minority,Low,Male,0,1,0
6638,22,0,Non-Minority,Low,Female,1,4,1
6639,51,0,Non-Minority,Low,Female,3,1,0
6641,20,0,Non-Minority,High,Female,2,10,1
6642,35,0,Minority,Low,Female,2,3,0
6645,37,0,Non-Minority,Low,Male,3,1,0
6646,28,1,Non-Minority,Medium,Female,0,7,1
6649,41,1,Minority,Medium,Female,3,5,1
6650,24,1,Non-Minority,High,Female,0,8,1
6651,33,1,Non-Minority,Low,Male,3,4,0
6653,30,0,Minority,Medium,Male,4,6,0
6654,20,0,Non-Minority,Medium,Female,1,7,1
6655,42,0,Non-Minority,Low,Male,1,1,0
6657,40,0,Non-Minority,Medium,Male,15,7,1
6658,39,0,Non-Minority,Low,Female,0,4,1
6659,21,0,Non-Minority,Medium,Female,0,7,0
6660,39,0,Minority,Low,Female,2,2,1
6661,24,0,Minority,Low,Female,0,2,0
6662,41,0,Non-Minority,Low,Female,0,1,0
6663,39,0,Non-Minority,Low,Female,1,4,0
6665,24,0,Non-Minority,High,Male,3,8,0
6667,24,0,Non-Minority,Low,Male,1,4,0
6668,29,1,Non-Minority,Low,Female,0,2,1
6670,25,1,Minority,Medium,Female,2,5,1
6671,23,0,Minority,Medium,Male,0,6,1
6672,22,0,Non-Minority,High,Female,1,10,1
6681,26,1,Non-Minority,High,Female,3,9,1
6683,24,1,Non-Minority,Medium,Male,3,6,1
6685,44,1,Non-Minority,Medium,Female,0,5,0
6686,36,0,Minority,Low,Female,1,2,1
6687,39,0,Minority,High,Female,10,8,1
6688,42,0,Minority,Low,Female,0,4,0
6689,45,1,Minority,Low,Female,1,1,0
6690,25,0,Non-Minority,High,Female,7,10,1
6692,33,0,Minority,Low,Female,0,2,0
6693,25,1,Minority,Low,Female,0,3,0
6695,32,0,Non-Minority,Low,Female,5,4,0
6696,23,0,Non-Minority,Medium,Female,0,7,0
6697,39,1,Minority,Medium,Female,0,5,0
6698,27,0,Non-Minority,High,Female,12,8,1
6699,35,1,Minority,Medium,Male,4,7,0
6702,38,1,Non-Minority,Low,Male,0,1,0
6703,30,0,Non-Minority,Low,Female,4,2,0
6704,30,0,Minority,Medium,Female,1,5,0
6705,30,1,Minority,High,Male,0,8,0
6706,26,0,Non-Minority,High,Female,18,10,1
6708,31,0,Non-Minority,Low,Female,2,2,0
6715,25,1,Non-Minority,Medium,Male,0,5,0
6717,26,0,Minority,Medium,Male,1,6,0
6719,38,0,Non-Minority,Medium,Female,2,7,1
6721,37,1,Non-Minority,Low,Male,0,1,0
6722,34,1,Minority,Medium,Female,3,5,0
6730,31,1,Non-Minority,Medium,Male,0,6,0
6731,29,1,Minority,Low,Male,0,2,0
6732,20,0,Minority,High,Female,1,9,1
6733,22,0,Non-Minority,Low,Female,0,4,0
6737,24,1,Non-Minority,Low,Female,2,4,1
6739,47,0,Non-Minority,High,Female,0,8,1
6740,36,0,Non-Minority,Medium,Male,1,5,1
6741,21,1,Non-Minority,Low,Female,1,4,0
6744,25,1,Non-Minority,High,Female,3,10,1
6747,23,0,Non-Minority,High,Female,5,9,1
6749,24,1,Minority,High,Male,0,10,0
6751,35,0,Minority,Low,Female,2,2,1
6755,19,1,Non-Minority,Low,Male,0,4,1
6756,32,0,Minority,Low,Female,0,1,1
6758,39,1,Minority,Low,Male,0,1,1
6759,30,0,Non-Minority,High,Female,12,9,1
6760,33,0,Non-Minority,Medium,Female,2,7,0
6763,36,1,Minority,Low,Male,0,2,0
6766,29,0,Non-Minority,High,Female,8,8,1
6769,40,0,Minority,Low,Male,0,2,0
6771,53,0,Non-Minority,Medium,Female,4,7,0
6773,28,1,Minority,Low,Male,0,2,0
6775,27,0,Non-Minority,High,Female,9,9,1
6776,55,0,Minority,Low,Female,0,3,0
6778,22,1,Non-Minority,Medium,Female,1,7,0
6780,34,0,Non-Minority,Low,Male,1,1,0
6781,55,1,Minority,Low,Female,1,2,0
6783,47,1,Non-Minority,High,Male,21,9,1
6788,61,0,Non-Minority,Low,Female,12,3,0
6791,57,0,Non-Minority,Low,Female,3,1,0
6793,38,1,Minority,Low,Male,2,3,0
6794,25,0,Minority,Low,Female,13,4,1
6796,23,0,Non-Minority,Low,Female,0,2,1
6798,23,0,Minority,Medium,Female,3,5,0
6800,20,0,Non-Minority,Low,Female,0,3,0
6801,44,0,Minority,High,Female,1,8,0
6802,38,1,Minority,Low,Male,1,1,0
6803,56,0,Non-Minority,Low,Female,5,2,1
6804,43,0,Minority,Low,Female,2,2,1
6805,22,0,Non-Minority,Low,Female,0,3,1
6809,29,0,Non-Minority,Medium,Female,0,6,0
6810,22,0,Non-Minority,High,Female,1,9,1
6811,23,0,Non-Minority,High,Female,3,9,1
6812,24,0,Minority,Low,Female,1,4,0
6815,21,0,Non-Minority,High,Female,2,9,0
6816,29,1,Non-Minority,Low,Male,0,2,0
6818,51,1,Minority,Low,Male,0,4,1
6820,25,0,Non-Minority,Low,Female,1,3,0
6825,62,0,Non-Minority,High,Female,22,8,1
6827,25,0,Non-Minority,Low,Female,0,4,1
6828,27,0,Minority,Low,Female,2,2,0
6830,22,0,Minority,High,Male,3,9,1
6836,21,0,Minority,Low,Female,0,3,1
6838,39,0,Minority,Medium,Male,2,5,1
6840,43,0,Non-Minority,Low,Female,8,3,1
6846,22,1,Non-Minority,Medium,Female,0,6,1
6847,28,0,Non-Minority,Medium,Male,4,7,0
6850,43,0,Minority,High,Female,0,9,1
6851,27,0,Minority,High,Female,7,8,1
6855,31,0,Minority,Low,Female,1,2,1
6857,28,1,Non-Minority,Low,Male,0,2,0
6858,58,1,Minority,Low,Female,3,2,0
6859,22,0,Minority,Low,Female,0,4,1
6862,31,0,Non-Minority,Low,Female,5,4,0
6863,33,0,Non-Minority,Low,Female,0,3,0
6864,26,1,Non-Minority,High,Female,6,10,1
6866,23,1,Non-Minority,Medium,Male,1,5,0
6870,32,0,Minority,High,Female,11,10,0
6875,22,0,Minority,High,Female,0,8,0
6877,35,0,Non-Minority,Low,Male,2,2,0
6878,47,0,Minority,Medium,Female,1,6,1
6882,29,0,Non-Minority,High,Female,17,9,1
6883,54,1,Minority,Low,Male,1,2,0
6884,29,0,Minority,High,Female,0,8,0
6886,51,0,Non-Minority,High,Female,17,8,1
6888,36,1,Non-Minority,Medium,Male,0,6,0
6889,35,1,Minority,Low,Female,3,4,1
6892,20,0,Non-Minority,Low,Female,1,4,1
6893,25,0,Non-Minority,Medium,Female,0,5,0
6894,29,1,Non-Minority,Medium,Female,2,5,0
